,0
0,54.581783
1,57.342842
2,49.139137
3,46.981655
4,50.996475
5,57.542027
6,48.53536
7,52.857487
8,52.9368
9,57.172756
10,52.4155
11,52.143436
12,55.790466
13,46.143517
14,52.621243
15,54.334454
16,55.324192
17,53.845264
18,53.598667
19,51.969933
20,46.30881
21,56.2092
22,46.88385
23,56.260098
24,53.63757
25,53.8248
26,54.720406
27,54.40077
28,51.94474
29,50.853115
30,58.683445
31,55.27289
32,48.670902
33,56.31923
34,49.183292
35,46.297997
36,53.761395
37,53.45544
38,51.024323
39,50.125496
40,50.932682
41,53.163532
42,55.40237
43,53.662342
44,56.15273
45,54.799587
46,55.301243
47,57.357105
48,46.141167
49,53.404934
50,57.05425
51,54.625244
52,53.59322
53,56.530575
54,53.56853
55,47.179024
56,57.30272
57,51.44492
58,54.444088
59,53.042995
60,54.200596
61,55.472515
62,55.572628
63,53.880455
64,56.114788
65,53.29082
66,54.299538
67,56.568974
68,51.079945
69,54.577145
70,51.460293
71,57.78661
72,51.810062
73,55.064655
74,48.888237
75,53.564434
76,45.35164
77,48.50114
78,53.2738
79,54.652264
80,50.904514
81,46.090916
82,53.864635
83,58.73125
84,53.098682
85,53.909134
86,50.21816
87,54.534946
88,52.07745
89,50.22971
90,55.81812
91,47.30509
92,55.007587
93,47.164566
94,51.88027
95,49.716614
96,47.36442
97,55.637722
98,52.607647
99,49.228508
100,51.87603
101,53.3168
102,52.87488
103,48.219433
104,52.13396
105,53.210594
106,56.95033
107,53.352337
108,53.116463
109,55.656826
110,53.346508
111,54.9169
112,53.960743
113,51.87276
114,48.61922
115,49.12994
116,49.15517
117,56.084187
118,52.151775
119,48.128582
120,47.794254
121,55.09061
122,55.70476
123,51.547894
124,49.82752
125,50.486988
126,48.46106
127,51.07268
128,51.314327
129,52.16554
130,53.981236
131,53.812374
132,50.485783
133,54.10188
134,51.275875
135,56.13882
136,45.71845
137,52.62125
138,59.44257
139,55.31254
140,54.55392
141,56.147522
142,51.386982
143,52.705555
144,50.381508
145,50.839252
146,52.06803
147,54.639256
148,52.99474
149,55.03414
150,54.560146
151,53.98302
152,57.229282
153,55.537144
154,54.138897
155,58.55779
156,53.551357
157,52.59578
158,46.105396
159,53.146698
160,53.44501
161,45.446568
162,55.56385
163,56.88666
164,54.44463
165,53.11455
166,45.677383
167,54.763233
168,52.518944
169,56.733227
170,53.06666
171,46.88702
172,47.67111
173,55.600903
174,54.228954
175,54.241146
176,53.030136
177,50.369686
178,47.974762
179,52.21755
180,52.519653
181,50.167393
182,56.559525
183,51.99747
184,58.02886
185,48.150352
186,52.59634
187,55.77792
188,51.688053
189,52.68726
190,54.93153
191,52.58697
192,52.606182
193,57.24735
194,49.20418
195,54.73904
196,49.906292
197,48.420685
198,52.398064
199,52.41003
200,50.163433
201,50.669514
202,51.153614
203,53.614647
204,48.20029
205,56.48876
206,51.063145
207,53.81176
208,52.51504
209,56.339897
210,48.645947
211,51.51258
212,56.450806
213,55.743332
214,51.775253
215,45.70495
216,53.776413
217,49.979023
218,56.620174
219,57.164474
220,51.93382
221,51.876656
222,53.449524
223,50.96459
224,56.12631
225,51.70472
226,50.445766
227,54.045727
228,55.08151
229,54.669613
230,52.260365
231,51.63725
232,52.16228
233,48.20377
234,52.361183
235,53.472515
236,49.01094
237,55.497746
238,54.72987
239,54.11307
240,47.053844
241,52.972027
242,52.693066
243,56.157993
244,57.164066
245,53.77847
246,50.584606
247,53.39138
248,54.096645
249,56.14358
250,54.870495
251,54.786594
252,51.50832
253,53.044956
254,54.023308
255,46.05481
256,57.613194
257,56.181286
258,50.521748
259,52.437595
260,52.64291
261,56.48646
262,53.700367
263,53.331097
264,56.6852
265,54.44974
266,48.90623
267,55.7604
268,54.370777
269,46.143887
270,54.997692
271,52.11102
272,50.8432
273,47.989273
274,52.88535
275,54.469448
276,49.681293
277,55.1953
278,53.403496
279,52.34424
280,52.9643
281,45.030544
282,46.61348
283,54.767414
284,57.185688
285,56.617855
286,51.106907
287,54.481083
288,52.125916
289,56.321102
290,54.568108
291,53.198696
292,55.373806
293,47.625153
294,48.880054
295,55.00665
296,49.65168
297,50.17683
298,53.296947
299,56.068737
300,55.628956
301,54.439503
302,52.66486
303,50.86628
304,56.389896
305,50.88409
306,47.986042
307,52.283886
308,54.859478
309,53.208447
310,49.745346
311,46.79942
312,50.33182
313,50.96416
314,50.191135
315,49.26486
316,56.811905
317,49.927006
318,52.97964
319,52.95432
320,55.28697
321,52.74192
322,53.03411
323,55.869564
324,53.551895
325,55.68461
326,58.199013
327,55.09132
328,56.62459
329,54.582703
330,52.735897
331,51.023426
332,48.403492
333,50.572693
334,58.19071
335,48.994926
336,51.39713
337,53.841137
338,47.489223
339,49.75709
340,52.971058
341,54.60082
342,52.23068
343,53.951138
344,56.175007
345,49.94341
346,51.46523
347,55.188427
348,56.76295
349,56.138897
350,51.641827
351,53.587006
352,56.01208
353,52.958275
354,48.371113
355,49.826954
356,47.764416
357,48.561016
358,54.45872
359,49.993847
360,50.328262
361,51.87045
362,54.922
363,48.89047
364,54.501816
365,56.58749
366,52.925762
367,58.310856
368,52.78722
369,55.594627
370,51.892986
371,47.64797
372,56.230225
373,51.04492
374,47.97561
375,55.319096
376,55.53965
377,46.271015
378,56.985596
379,55.215824
380,48.513218
381,52.52908
382,50.010437
383,46.868416
384,47.948326
385,49.675793
386,53.65016
387,54.710686
388,47.95698
389,53.936714
390,48.69648
391,56.22925
392,53.09266
393,56.010426
394,58.447117
395,55.187172
396,45.45532
397,53.12382
398,50.563805
399,54.980247
400,54.416264
401,52.632412
402,56.12532
403,52.834087
404,51.66528
405,54.902435
406,56.56632
407,52.331165
408,53.878036
409,50.371666
410,52.716
411,57.742397
412,57.13095
413,51.09721
414,56.951992
415,52.11589
416,49.197113
417,51.029346
418,48.78304
419,54.664047
420,56.795734
421,51.790348
422,56.820286
423,56.510887
424,56.303818
425,46.64014
426,55.361538
427,53.6611
428,53.97421
429,53.563488
430,49.33678
431,48.70473
432,52.717396
433,47.8871
434,46.699474
435,56.647873
436,55.482265
437,51.483727
438,54.842808
439,56.639275
440,45.229702
441,56.862995
442,46.733166
443,53.526287
444,52.75462
445,51.157856
446,53.33105
447,51.76132
448,49.549385
449,51.486263
450,53.83592
451,50.82072
452,51.84589
453,43.705177
454,54.725567
455,49.265667
456,51.42235
457,51.207912
458,53.343742
459,59.039173
460,52.912792
461,55.170708
462,53.464703
463,49.740757
464,57.083973
465,53.439426
466,54.568333
467,57.42867
468,54.67409
469,50.04288
470,50.347343
471,52.4853
472,48.162308
473,53.189278
474,53.98405
475,51.50458
476,50.385124
477,51.55012
478,50.10394
479,58.773838
480,47.515102
481,52.707027
482,53.178944
483,52.367966
484,53.50526
485,54.146667
486,52.228416
487,55.698444
488,54.247917
489,53.729446
490,52.658707
491,47.686222
492,49.227627
493,47.49536
494,51.650547
495,54.30412
496,55.563004
497,56.344284
498,47.32459
499,52.62437
500,54.404793
501,53.28287
502,55.119633
503,47.93465
504,56.692646
505,53.391895
506,53.505913
507,53.711487
508,56.14934
509,56.353237
510,52.76697
511,48.48299
512,47.189346
513,53.952053
514,57.913578
515,51.827538
516,50.558712
517,56.55233
518,52.03676
519,51.71883
520,52.097538
521,52.798912
522,52.648663
523,51.509968
524,51.946964
525,52.598373
526,47.54573
527,53.109234
528,50.034985
529,53.907673
530,53.022915
531,53.15082
532,55.519375
533,50.256123
534,54.662884
535,54.543518
536,55.083076
537,48.563484
538,50.79039
539,51.793407
540,53.302624
541,54.292324
542,56.99511
543,46.385246
544,52.8735
545,58.764576
546,53.847702
547,54.91258
548,52.843346
549,56.24851
550,56.893406
551,54.840466
552,52.87438
553,50.77151
554,56.545612
555,53.16973
556,48.581753
557,54.771786
558,51.482746
559,57.512596
560,48.051632
561,47.9481
562,56.73955
563,51.115406
564,50.912422
565,53.622425
566,53.564068
567,47.896797
