,0
0,66.63907666490853
1,60.378174674271385
2,60.78699804726595
3,55.51841458659272
4,64.17223794349349
5,58.24572169024738
6,61.39620935287185
7,62.14839930975191
8,59.585816045369526
9,55.56209402961455
10,65.5435508803868
11,61.03176603211323
12,61.98464833904785
13,61.85816362563121
14,53.873281871891976
15,67.21388118375728
16,63.39427798738291
17,57.08256578631648
18,62.013046280984575
19,63.033720970075734
20,59.03158528993134
21,57.83867367329381
22,59.32419124943759
23,60.10453955459248
24,62.64045721639442
25,54.80868995292689
26,64.3542043917702
27,56.36715168695859
28,60.16066634004114
29,66.628758430989
30,61.722412680245554
31,56.35475388014084
32,65.45322246766563
33,54.9058091239303
34,63.615666362252114
35,55.50237458864824
36,62.59992713243636
37,61.094843973702226
38,61.84706437480996
39,55.54567041752798
40,65.91156951179384
41,62.0720514184652
42,60.48525115371064
43,52.762514798467215
44,68.01428706979574
45,62.81983038700979
46,64.92170243496302
47,66.55077212740076
48,55.721401495261986
49,60.33920859497284
50,65.56150087683342
51,58.66227399644612
52,60.107748644893206
53,62.93773316581523
54,63.42510833658875
55,61.915924955184444
56,66.81600035917147
57,58.83794519134345
58,60.85685743416677
59,64.18174357811954
60,62.00652379553341
61,64.8705985827969
62,59.705398262256345
63,58.32656653810932
64,62.69487133853567
65,61.712057218690134
66,61.40930778223912
67,58.56253781466651
68,55.49098681408239
69,56.273909899495344
70,58.431111880148414
71,67.98969085950452
72,64.82732937375395
73,65.32844623124971
74,64.84562692888393
75,63.58361124723745
76,56.38856663870116
77,59.969167867411564
78,63.739310702057765
79,67.51867857106326
80,64.31950866061109
81,56.48037434430168
82,61.84411919985821
83,57.604755571128614
84,58.52873899876017
85,61.90319005994164
86,61.941925517627794
87,65.92160163895493
88,69.38122088965433
89,56.894350813792535
90,63.10399976260926
91,62.53757384395923
92,60.98519034163452
93,64.71846986103913
94,59.099155495812155
95,59.63710213046565
96,55.50711012835991
97,63.924554752492504
98,64.20783486522232
99,65.65278986671129
100,53.61221607770586
101,63.81730758917936
102,63.07885027313877
103,63.405579486599294
104,59.46265425551857
105,55.49574658208685
106,60.41490309374301
107,62.538404596876795
108,61.961562151406234
109,57.517232863227626
110,62.73644432667243
111,62.283028781247886
112,63.09818135563738
113,56.663123645797064
114,58.78316898631779
115,62.95232918284211
116,62.38269477591137
117,61.90702408012411
118,63.19808794444816
119,65.03722610145896
120,53.812776575818425
121,65.13259522827403
122,55.43089026820055
123,60.37389344142988
124,54.807785769042056
125,64.35703879615268
126,59.22630518893298
127,64.82567420062136
128,62.36239236318583
129,58.87865282286942
130,56.577570959248625
131,67.03021474823112
132,60.33469670458709
133,61.431479162661276
134,58.96854190562604
135,65.25397843166276
136,59.53982013690451
137,57.69049209895401
138,57.149970252373336
139,68.4574182167039
140,67.67632330449574
141,58.11570765997397
142,54.8088995710568
143,59.18920992978931
144,64.23647733545339
145,59.4321597487785
146,65.35191618959539
147,57.87162724622539
148,60.097150004995314
149,66.26354051793277
150,64.12361275496706
151,67.41324292631985
152,66.72870085011009
153,60.13446938156164
154,63.66613576484734
155,60.71629377187408
156,57.9861381571711
157,62.33399874753079
158,59.58740335946552
159,56.32622801537389
160,61.39695892889253
161,64.90050195185398
162,62.7078375585199
163,56.57641509296846
164,65.25488214973753
165,58.0774408114796
166,65.29307425278368
167,67.92638302691516
168,58.30256452950004
169,64.22835632551163
170,55.89095242423193
171,57.35894800185779
172,64.33513001988342
173,67.4594293776781
174,59.770425514617784
175,60.714925840704936
176,63.48195272393102
177,68.38219622788432
178,56.56888904605146
179,61.49812449098317
180,61.40948625161032
181,58.97596615022928
182,61.308548364114614
183,54.4597425679538
184,63.9686061984648
185,57.78041290473381
186,56.2250180457539
187,60.232637744253765
188,62.26359949628812
189,58.31129564248974
190,61.23795619371249
191,64.20786566553267
192,58.51190722983959
193,58.990815964591626
194,59.56126860160674
195,60.080446204678445
196,56.08648733124994
197,61.48072767474083
198,61.00468613591773
199,57.0503775345857
200,58.665941507709256
201,60.00616080084412
202,60.62436356435529
203,56.2928497984166
204,60.47939021114645
205,58.575561541433515
206,66.88087218903823
207,63.252219574856525
208,54.30082268966695
209,66.83431203724646
210,61.11876067620235
211,59.93775795782577
212,65.67854794321065
213,57.81258359705861
214,53.91652031658496
215,55.6888016116654
216,52.35516242250661
217,55.581702213437346
218,65.90062381779717
219,58.39760603974495
220,57.179259852423364
221,63.424417895460664
222,56.117187948360794
223,64.68555962848512
224,65.85487096831984
225,64.0035520197158
226,63.57095222704479
227,65.96301051882547
228,63.62331361537736
229,57.794970879691014
230,64.88708941945339
231,65.10434923967733
232,64.97043607998879
233,60.94064519854456
234,62.27398418473262
235,59.10086924899183
236,59.17663091722854
237,65.78106609111514
238,66.61962688068718
239,59.880114995819554
240,56.97423631109265
241,62.57218714822647
242,57.44611578120883
243,60.364598671453756
244,68.50523606045384
245,64.15447560276517
246,61.881281702543205
247,63.31941641795922
248,65.94981813060568
249,55.59225646028203
250,60.707517150198896
251,66.0275583191268
252,61.854425541389546
253,65.38068077402868
254,60.35813874935615
255,53.29863711842504
256,68.01702640461161
257,63.66480848744763
258,66.61107845232812
259,56.26115124058383
260,61.88830182429099
261,66.30058234589323
262,59.072855020906076
263,56.83584416996031
264,61.39761102818886
265,67.51407193951492
266,61.976861660728936
267,59.72852055967774
268,65.79387312445434
269,58.7131621365965
270,54.318721705317245
271,54.60481993873847
272,57.07785341976756
273,64.91555137448393
274,59.68490877634137
275,66.6720141003234
276,61.13822981721375
277,62.06818364693768
278,59.48749939094529
279,56.89166610262357
280,57.06479295678468
281,58.770377125849755
282,60.686516631600895
283,65.62081709808558
284,58.952248554432664
285,59.60578502593284
286,61.843870044584754
