,0
0,-108301575912282.31
1,43705076692768.164
2,-102815626093706.4
3,-50920791512577.68
4,81706730259341.55
5,53454569962434.09
6,-113708066770349.97
7,-98914432538999.78
8,-50032818140185.93
9,-86304495501566.84
10,-137814938272153.28
11,-22873184503174.992
12,6945033027633.117
13,150563593682130.94
14,-183828619302853.9
15,18175147302247.79
16,-154829647908230.84
17,-7849424459527.383
18,-60748265448737.695
19,-19807817053162.945
20,27783254273530.96
21,55363448354172.09
22,68476802312061.68
23,7709625610795.68
24,91415445373202.94
25,-129238192521506.0
26,-180875066185823.47
27,-38511037973657.24
28,-36703506711480.38
29,83515978435008.28
30,-14709707936901.79
31,22705443212034.188
32,-93690718532926.19
33,-27072206868420.867
34,58078498867690.12
35,46649008612065.54
36,-128320370158000.0
37,-18869369725477.914
38,-216434145304044.9
39,86060293780375.56
40,10804824324110.352
41,22794935924492.465
42,-36703506711480.38
43,-129841962485474.94
44,19713888554261.977
45,51105849346242.93
46,-20410885301511.82
47,-29668310061454.46
48,135130071710671.0
49,42512027381937.76
50,-9449102047212.672
51,-238154221380418.03
52,-26585091173599.4
53,39449351674532.33
54,-51538031107365.336
55,194963272940804.44
56,-40353108958317.445
57,41235540668221.695
58,-51465252993216.46
59,-157122722330975.8
60,-17420517863203.055
61,12830070962385.46
62,-171055931591547.62
63,80121229700545.06
64,-196498466037125.8
65,-70905767099688.16
66,18175147302247.79
67,-38745280441066.4
68,49324202049624.05
69,-72223116046348.66
70,-19672108440352.29
71,-9135782419357.969
72,-111343828496853.78
73,-55157948258675.9
74,125475502097018.6
75,-78221097340758.19
76,-74651920267035.81
77,37476445030786.92
78,10432116957004.148
79,33475585724087.438
80,38867555160071.73
81,-326108753171522.4
82,49925624769485.52
83,15686898676486.797
84,-15947793015919.0
85,23794435925751.945
86,149643709032236.94
87,-162923473372012.3
88,57245067380407.84
89,6113790674114.016
90,-34802507736918.04
91,93386178694374.06
92,-29963869158474.836
93,134802738744116.38
94,-20456516579382.773
95,66630360117339.695
96,162067232589638.66
97,14126032176804.5
98,118194722647976.86
99,98466660383354.78
100,112709535121738.06
101,-78886495263756.25
102,-106804055229379.4
103,188566143801831.4
104,2896420353176.742
105,-85943726366458.38
106,-19645772322743.086
107,-79701652495560.75
108,32994274578371.85
109,23458879253814.586
110,33252482645331.35
111,52265426705863.63
112,98687592992851.94
113,-18364792317513.25
114,53454569962434.09
115,-97153695580866.72
116,-67989982914457.836
117,88255980036694.88
118,67443305714761.48
119,18937826774474.656
120,-63879092035193.24
121,-105607965948894.72
122,47060134615800.68
123,-146946236610726.62
124,-123075394811344.22
125,58919338427686.12
126,-161001911142823.5
127,59952363668734.62
128,-77731339485189.69
129,-258486043741731.03
130,-105763062059046.78
131,26789756875054.984
132,-28298991628555.1
133,-73581678769501.6
134,151622266026887.34
135,-218166845170289.5
136,112434309814197.62
137,71767989843561.55
138,34057801736305.305
139,75644906868875.5
140,89916560905939.56
141,55946337314297.16
142,-77316919165997.81
143,-28969646301304.4
144,90848151044181.06
145,179946796560965.12
146,-40162353351053.38
147,90949740377803.38
148,-26204882657029.195
149,-152698598228801.9
150,-107490811044721.47
151,-198014212306071.1
152,-21258292578255.742
153,-23151158830577.68
154,5660485361348.086
155,-9461999187212.602
156,23476068880786.21
157,157303855304519.6
158,-100811226224582.16
159,-49233615132552.37
160,27951432958664.297
161,147575863825418.0
162,45226938546634.48
163,67962426874550.88
164,-95277527725323.0
165,27216192028116.758
166,-144553762446219.66
167,26789756875054.984
168,-122214613726886.75
169,-36590741592794.49
170,-72448916186244.1
171,3913111488981.1953
172,180758020739695.28
173,36789857666184.02
174,-22307283473886.57
175,11303914510862.914
176,3923899161303.0703
177,-6056690276183.336
178,-199638655067912.28
179,-93981639711872.72
180,-80115975735763.25
181,-122176775731607.75
182,42027917926036.92
183,-87950305264046.5
184,-4546260746859.18
185,163238563334573.88
186,-122612748531386.31
187,60278179652327.88
188,-17766480901913.875
189,-34466926139904.29
190,84184532096255.44
191,-37912320979586.305
192,105924543949459.4
193,-70945052265476.0
194,-115087299313536.6
195,-25024575052475.4
196,30093125477329.953
197,11356730125824.531
198,46019484254181.695
199,159013022547744.5
200,-49233615132552.37
201,11030782256908.992
202,-319588518292536.25
203,16253339473168.742
204,-134509880227532.5
205,-36820680044325.4
206,24613576168602.676
207,-140584532806235.53
208,162067232589638.66
209,-30511833568398.65
